gapp,rapp,newrabs
20.96790910727629,19.49208539104928,-20.836763941399653
20.39086912542276,19.25600545216418,-19.829051839997334
19.764751217378922,19.196752364248233,-19.87072932714802
20.242994618348483,19.311645700095305,-21.572239017787744
21.34289843128233,20.342049215575564,-20.76657321586886
19.91534548465564,20.203583760886055,-12.109500321543194
21.081509053756214,20.007465852517335,-21.16804588049657
20.741383292120496,19.316956807447575,-20.966890792280054
22.542190025356355,20.68593802195779,-21.77356826026123
19.6701754785661,18.62411505995353,-20.793879697127856
19.725035186625924,18.596182408390625,-20.493195645481336
18.81102545760833,18.57127417906488,-18.984776387358302
20.373563019221713,19.96408251598543,-18.96691176674289
17.890055050475517,17.353624700015693,-18.876441546286074
19.127193574880486,18.349010581111877,-19.205961487732445
20.402374023196963,18.65781188006354,-22.40910687269845
20.722546333874753,18.936501197820952,-22.41975274822316
20.821071196828534,19.829640967385707,-21.18912802688679
19.735180181685486,19.217847353697515,-18.358262530834153
21.856731238202777,20.0324103000467,-22.067031223627716
20.312899365782975,19.670374131096487,-22.611816481433074
19.710554128244105,19.167288560341653,-18.400017017028354
21.13980696641203,19.62020786354295,-21.303933873830537
21.534434464396746,19.614867476430625,-22.09000331244217
21.032587979564575,19.92364773388922,-22.34580971784343
20.943321506039005,19.06106815108479,-22.471277025492164
19.976652994430502,19.178526424563607,-21.71654029886414
20.33555329908753,18.6783310956719,-22.311348128800383
16.102272864696538,15.16214559481083,-21.07048367626829
18.16064256433362,16.79506927733032,-22.750985393919713
19.282812451102636,17.924473320986515,-21.628308179668274
18.304508219045196,17.674717334268855,-18.563800786129242
15.321349311701198,14.519763596224813,-21.747084350962893
16.696010598902838,16.090942493175156,-19.97400681896331
19.729920942492235,19.479755824678854,-16.597427612515837
19.82461705354651,18.747877831646385,-20.998312824656566
21.13869690081915,19.711149857678343,-21.46691455840196
21.714114432379056,20.050021413134935,-20.9155452361221
20.301747257523793,18.61991260667832,-22.34926141760056
19.979642438728,18.22516745024597,-22.519241666322714
20.584057902773615,18.8668533446805,-22.103004825665444
21.19726207988797,19.908644698070326,-21.11228463392021
21.55723378719241,19.373007861427062,-22.690618126406164
21.906398354193094,20.055546696110206,-22.204649084124817
17.098692228054965,16.387799963511974,-19.904185541853984
18.187401343094912,17.50939453993636,-21.57271533292723
18.687219696693454,17.818739226420654,-21.61951824430453
19.845865113198734,19.438189359279797,-16.838311632004626
19.062744364736098,18.29209474858829,-21.596446761492096
19.261338405736204,18.71168017295785,-20.855602191057685
19.35583869866816,18.6157263567328,-19.77728598988641
21.21478826955488,19.79292396342894,-21.12456256603705
21.50415181799523,19.823472761137076,-21.14834553707861
19.113771918370027,18.400886300813546,-21.167501602855594
19.84195437242996,19.473735240698055,-16.802161271487954
21.656111013724917,19.9964117229788,-22.52586831033242
18.793856592174272,18.40191521504179,-20.665254312727967
19.138670951990825,18.13904295741532,-20.306951746895272
18.759358165490646,17.800839427827405,-20.641399243067745
19.46628353877349,18.435578201621162,-20.01893674482689
19.029346722263078,18.497029352978664,-19.948841839740126
21.427666662888036,19.90439202189497,-20.933638859559984
19.542578735209922,18.87244914645472,-20.212511467113536
19.45192898619819,18.72001896065813,-19.70725382346874
20.90521429835605,19.86478804171484,-21.243442040050617
21.01592006156961,19.631074579438284,-20.25785223563382
19.371447933923456,18.742511525110977,-18.83096290285779
21.631767262842324,19.840739905114525,-22.52528697103162
21.740043184464703,19.85527226103448,-21.797204347000758
